Univariate (ANOVA),Lasso (L1),Random Forest,SVM,XGBoost,MLP (Masked)
0.95,0.95,0.95,0.975,0.925,0.975
1.0,1.0,0.9743589743589743,0.9743589743589743,1.0,0.9743589743589743
1.0,1.0,0.9743589743589743,1.0,0.9743589743589743,1.0
0.9743589743589743,0.9743589743589743,0.9743589743589743,0.9743589743589743,0.9743589743589743,1.0
1.0,1.0,1.0,1.0,0.9743589743589743,1.0
