,ck_B_1,ck_B_2,ck_B_3,ck_B_4,ck_B_5,salt_B_1,salt_B_2,salt_B_3,salt_B_4,salt_B_5
TraesCS5B02G296200,0.12560359832800708,1.2231514972660422,0.6505169245784659,0.8778125781844531,0.3623616584250833,-0.3027563567435154,-1.2572021314074309,-0.6924455853101459,-0.8075318801335746,-0.17042480226623066
TraesCS3A02G122100,-1.1163190962568048,-0.6759307049688247,-0.9355233593165052,-0.7160524252385789,-0.3918257149396729,1.1067586413251267,0.5521186376960067,0.8941551834851198,0.7206584929877159,0.7502666504215011
TraesCS2A02G284200,-0.7323871454469139,-1.2608135017722473,-0.906058005989019,-0.2775257111157313,-0.8678583047461803,0.5791019105169037,1.30787478314027,0.8249771952868508,0.31410995581517365,0.9566489192950526
TraesCS1A02G301600,0.5278809022987937,1.0610138048309583,1.1774362497780433,0.12489259948302638,1.118792415892002,-0.5587419199482364,-1.146426514936421,-1.4401149311621597,-0.019194750659149537,-1.076975428018085
TraesCS2A02G492900,-0.5283963205851936,-0.5585676940632823,-0.6937440653549249,-1.0349888314739395,-0.7918052080766135,0.5840081336328216,0.4793977472383672,0.5173426424142937,1.0528759928614952,0.9377537432579341
TraesCS4B02G007300,-0.9057220845867987,-1.0307927102002459,-0.9274750405024673,-0.0694031622065085,-0.8279581829714395,0.6623153396139975,0.8808749999206156,0.8793944778747649,0.27905642566661587,0.9079928882407878
