GeneID
HORVUMOREXr31HG0061580
HORVUMOREXr35HG0464410
HORVUMOREXr33HG0330820
HORVUMOREXr31HG0005600
HORVUMOREXr35HG0500190
HORVUMOREXr34HG0333480
HORVUMOREXr34HG0333470
HORVUMOREXr31HG0061530
HORVUMOREXr31HG0061550
HORVUMOREXr35HG0507330
HORVUMOREXr32HG0127640
HORVUMOREXr31HG0054710
HORVUMOREXr35HG0427560
HORVUMOREXr31HG0083720
HORVUMOREXr34HG0349450
HORVUMOREXr32HG0127600
HORVUMOREXr31HG0023010
HORVUMOREXr34HG0335360
HORVUMOREXr32HG0120470
HORVUMOREXr32HG0206040
HORVUMOREXr34HG0409530
HORVUMOREXr32HG0119590
HORVUMOREXr33HG0326310
HORVUMOREXr33HG0248140
HORVUMOREXr32HG0112640
HORVUMOREXr32HG0204720
HORVUMOREXr35HG0427520
HORVUMOREXr34HG0409380
HORVUMOREXr35HG0473570
HORVUMOREXr36HG0550820
HORVUMOREXr32HG0120490
HORVUMOREXr34HG0409560
HORVUMOREXr31HG0072060
HORVUMOREXr35HG0517950
HORVUMOREXr34HG0383530
HORVUMOREXr33HG0329490
HORVUMOREXr35HG0510220
HORVUMOREXr35HG0423100
HORVUMOREXr34HG0335720
HORVUMOREXr34HG0417690
HORVUMOREXr32HG0182460
HORVUMOREXr32HG0120560
HORVUMOREXr35HG0427550
HORVUMOREXr35HG0484590
HORVUMOREXr35HG0518020
HORVUMOREXr35HG0427500
HORVUMOREXr31HG0077470
HORVUMOREXr35HG0427490
HORVUMOREXr34HG0409540
HORVUMOREXr35HG0534120
HORVUMOREXr31HG0003090
HORVUMOREXr35HG0515810
HORVUMOREXr34HG0418190
HORVUMOREXr33HG0326880
HORVUMOREXr34HG0413360
HORVUMOREXr35HG0427530
HORVUMOREXr32HG0101860
HORVUMOREXr33HG0220290
HORVUMOREXr32HG0168120
HORVUMOREXr36HG0547570
HORVUMOREXr35HG0507390
HORVUMOREXr33HG0229300
HORVUMOREXr34HG0415050
HORVUMOREXr32HG0202100
HORVUMOREXr33HG0330150
HORVUMOREXr32HG0167040
HORVUMOREXr32HG0127550
HORVUMOREXr31HG0089480
HORVUMOREXr32HG0116810
HORVUMOREXr35HG0427570
HORVUMOREXr33HG0242150
HORVUMOREXr31HG0090010
HORVUMOREXr35HG0516830
HORVUMOREXr31HG0077490
HORVUMOREXr32HG0174750
HORVUMOREXr33HG0237880
HORVUMOREXr36HG0540090
HORVUMOREXr35HG0515760
HORVUMOREXr32HG0197000
HORVUMOREXr33HG0235350
